snt_id	term	definition	explanation	exp_id
G01.1_1500084159_9	MSP	A medical service provider (MPS) is an individual or entity that is licensed or otherwise authorized to provide medical care or treatment.	"They may work in a variety of settings such as hospitals, clinics, private practices and long-term care facilities.
Medical service providers must meet certain education and training requirements and be licensed or authorised by the appropriate governing body in order to practice.
Medical service providers diagnose, treat and manage illnesses, injuries and other health conditions. They may also provide preventive care, such as immunisations and screening.
Medical service providers can help individuals and communities improve their health and well-being by providing education, counselling, and other services.
Medical service providers play a vital role in the health care system. They provide essential care to patients, help prevent illness and injury, and promote health and well-being. They are also responsible for educating patients about their health and how to stay healthy."	4
G01.1_1500084159_9	PDA	A personal digital assistant (PDA) is a handheld electronic device that can be used for a variety of tasks.	"A PDA can be used to take notes, schedule appointments, send emails and access the Internet. PDAs were once popular devices, but they have largely been replaced by smartphones.
PDAs have traditionally been used to manage personal information such as calendars, contact lists and to-do lists.
PDAs allowed users to access the Internet and other online services from a mobile device.
PDAs could be used to create and edit documents, spreadsheets and presentations.
PDAs could be used to listen to music, play games and watch videos.
PDAs are now used in health and fitness applications, for example, to track steps taken, calories burned and other health metrics."	4
G01.1_1500084159_9	Personal Digital Assistant	A personal digital assistant (PDA) is a handheld electronic device that can be used for a variety of tasks.	"A PDA can be used to take notes, schedule appointments, send emails and access the Internet. PDAs were once popular devices, but they have largely been replaced by smartphones.
PDAs have traditionally been used to manage personal information such as calendars, contact lists and to-do lists.
PDAs allowed users to access the Internet and other online services from a mobile device.
PDAs could be used to create and edit documents, spreadsheets and presentations.
PDAs could be used to listen to music, play games and watch videos.
PDAs are now used in health and fitness applications, for example, to track steps taken, calories burned and other health metrics."	4
G01.1_150012053_2	mobile terminal	Portable electronic device with embedded computational power capable to connect to mobile networks.	Every apparatus light enough to be humanly transported, such as laptops, PDA, mobile phones, typically characterized by the ability to connect to mobile networks, communicate with a central dispatcher and perform various functions, such as voice calls, messaging, internet browsing, and the execution of applications.	3
G01.1_150012053_2	PDA	Handheld electronic device provided with an electronic visual display and programs to store and manage personal information.	Small electronic device designed to provide functionalities for personal organization and information management, allowing users to take digital notes using touch screen, a stylus or a keyboard and synchronize data with a computer.	3
G01.1_150012053_2	PDA	Handheld electronic device provided with an electronic visual display and programs to store and manage personal information.	Small electronic device designed to provide functionalities for personal organization and information management, allowing users to take digital notes using touch screen, a stylus or a keyboard and synchronize data with a computer.	3
G01.1_150012053_4	LOCH	Language learning approach characterized by activities and experiences that go beyond the traditional educational setting of the classroom.	Process of acquiring proficiency in a new language through self-directed or informal means beyond the traditional educational setting, allowing individuals to develop language skills in real-life contexts, using apps, online resources, social interactions with native speakers, and other informal learning methods.	3
G01.1_150012053_5	KM	Process of identifying, organizing, storing and disseminating information within an organization, in a way that is easily accessible to the team.	Process by which an enterprise gathers, organizes, shares and analyzes its knowledge, such as technical resources, frequently asked questions, training documents and people skills, in order to enhance efficiency, effectiveness, and innovation within the organization.	3
G01.1_1504856008_1	smartcard	A smart card is a portable, plastic card containing an embedded integrated circuit chip, which provides the card with data storage and processing capabilities. This chip enables the smart card to securely store and process various types of information, including personal identification details, cryptographic keys, and payment credentials.	A smart card is a small, portable device that resembles a credit or debit card in size and shape, but it contains an embedded integrated circuit chip. This chip can store and process data securely, enabling the card to perform various functions such as: data storage, processing capabilities, authentication, secure transactions, access control, tamper resistance.	5
G01.1_1504856008_5	memory prothesis	A memory prosthesis is a technological device or system designed to augment or enhance human memory function. It typically involves the use of neurotechnologies, such as brain-computer interfaces or neural implants, to record, store, and retrieve memories.	A memory prosthesis, also known as a memory aid or memory enhancement device, is a technology designed to assist individuals with memory impairments or deficits. This technology aims to augment or supplement natural memory processes by providing external support for encoding, storing, and retrieving memories.	5
G01.1_1504856008_5	tamper	Tamper refers to the deliberate act of interfering with, altering, or manipulating something in a manner that is unauthorized or intended to cause damage, deception, or compromise.	A tamper refers to any deliberate action taken to interfere with, alter, manipulate, or disrupt something in a way that is unauthorized or intended to cause harm or deception. Tampering is a serious issue that can have significant consequences, including security breaches, financial losses, safety hazards, and legal ramifications. Preventing tampering often requires implementing robust security measures, monitoring systems for suspicious activities, and educating individuals on the importance of integrity and accountability.	5
G01.1_1504856008_7	nontrivial distributed system	A nontrivial distributed system is a network of interconnected components or nodes, typically spanning multiple locations or networks, which requires significant design, implementation, or management effort due to its intricate architecture, diverse functionalities, or scalability requirements.	A nontrivial distributed system refers to a network of interconnected computers or nodes that work together to achieve a common goal, but with characteristics that make it notably complex or significant. It represents a sophisticated and essential infrastructure that powers many modern technologies and services, but one that also presents considerable challenges in design, implementation, and management.	5
G01.1_1508161316_1	assistance	act of providing help, support, or aid to someone in need.	It involves providing guidance, care, or intervention to address challenges, difficulties, or specific situations that require external support.	15
G01.1_1508161316_1	functionalities	specific features, capabilities, or operations of a system, device, or software application.	They define what the system can do and how it can fulfill its intended purpose.	15
G01.1_1508161316_1	system	set of interconnected elements working together to achieve a specific purpose or function.	Is a structured and interconnected set of components designed to work together to accomplish a specific objective or function. Systems can be physical or conceptual, ranging from mechanical systems to computer systems.	15
G01.1_1508161316_1	tele-assistance service	service that provides remote assistance, support, or guidance to individuals through telecommunications technologies.	This service is commonly utilized in healthcare to offer medical guidance or in technical support scenarios to troubleshoot issues without physical presence.	15
G01.1_1508161316_2	device	physical tool or piece of equipment designed for a particular function or purpose.	They can vary widely, from simple mechanical tools to complex electronic gadgets, and are created to perform tasks efficiently and effectively. Examples include smartphones, medical instruments, and various technological appliances.	15
G01.1_1508161316_2	local detection	process of identifying or sensing specific conditions or signals within a confined or specific area.	This process often utilizes sensors, monitoring devices, or technologies that focus on a specific region, allowing for targeted observation and analysis of particular parameters.	15
G01.1_1508161316_2	vital signs	critical physiological measurements used to assess basic bodily functions and overall health.	"These typically include heart rate, which measures the number of heartbeats per minute; blood pressure, representing the force of blood against arterial walls; respiratory rate, indicating breaths per minute; and body temperature, reflecting the internal heat level."	15
G01.1_1508161316_3	remote monitoring	involves the real-time or periodic observation and tracking of activities, conditions, or processes from a distance.	This is often achieved through the use of technology, allowing real-time data collection and analysis without the need for physical presence. It is commonly employed in various fields, including healthcare, security, and industrial applications.	15
G01.1_1508161316_3	universal assistance	providing support, help, or aid without restrictions or limitations.	It ensures that help is accessible to all individuals, regardless of their background, abilities, or circumstances. The aim is to create an inclusive and equitable system of assistance.	15
G01.1_1508161316_4	agent technologies	technologies involving autonomous and intelligent software capable of performing tasks independently.	These agents can operate independently or collaboratively to perform tasks, make decisions, and achieve specific goals. Agent technologies find applications in various fields, including artificial intelligence, robotics, and network management.	15
G01.1_1508161316_4	PDAs	handheld electronic devices designed for personal organization.	They are handheld electronic devices designed to provide personal organization and productivity features. They typically include applications for managing schedules, notes, and contacts, making them useful tools for individuals to streamline and organize various aspects of their daily lives.	15
G01.1_1508161316_4	Personal Digital Assistant	handheld electronic devices designed for personal organization.	They are handheld electronic devices designed to provide personal organization and productivity features. They typically include applications for managing schedules, notes, and contacts, making them useful tools for individuals to streamline and organize various aspects of their daily lives.	15
G01.1_1508161316_4	Semantic Web	extension of the World Wide Web designed to facilitate the exchange of data with well-defined meanings.	Is an extension of the World Wide Web that aims to enhance data understanding and sharing by providing a standardized framework for assigning meaning to information. This enables computers and humans to better comprehend and utilize the content available on the web, leading to more efficient data exchange and utilization.	15
G01.1_1508161316_4	Web services	software functionalities or tools accessible over the internet.	They are software functionalities or tools accessible over the internet. They allow different systems and applications to communicate and interact seamlessly, often using standardized protocols such as HTTP. Web services facilitate the integration of diverse technologies and enable efficient data exchange between various platforms.	15
G01.1_1511670876_1	CDSS	A clinical decision support system (CDSS) is a computerized system that provides healthcare providers with evidence-based information to aid in their decision-making.	"A clinical decision support system (CDSS) can help providers make better diagnoses, choose the most appropriate treatments, and improve patient outcomes.
CDSSs can help providers make more accurate diagnoses by providing evidence-based information about the patient's symptoms and risk factors.
CDSSs can help providers choose the most appropriate treatments for their patients by providing information on the effectiveness, safety and cost of different treatment options.
CDSSs can provide patients with information about their health conditions and treatments, helping them to make informed decisions about their care.
CDSSs can help providers identify patients who are at risk of developing chronic diseases, such as heart disease and diabetes, and provide them with interventions to prevent these diseases.
Overall, clinical decision support systems have the potential to revolutionise the way healthcare is delivered. By providing evidence-based information to healthcare providers, CDSSs can help improve patient outcomes, increase efficiency and reduce costs."	4
G01.1_1511670876_1	nonsteroidal anti-inflammatory drug	A nonsteroidal anti-inflammatory drug (NSAID) is a type of medication that reduces pain, inflammation, and fever.	"NSAIDs are among the most widely used medicines in the world and are available over the counter and on prescription.
Some common examples of over-the-counter NSAIDs include ibuprofen (Advil, Motrin), naproxen (Aleve) and aspirin. Some common examples of prescription NSAIDs are celecoxib (Celebrex) and rofecoxib (Vioxx).
NSAIDs work by blocking the production of prostaglandins. Prostaglandins are chemicals involved in pain, inflammation and fever. By blocking the production of prostaglandins, NSAIDs reduce these symptoms.
NSAIDs can be used to treat pain from a variety of causes, such as headaches, muscle pain and arthritis.
NSAIDs can be used to reduce inflammation, which is swelling and redness. This can be helpful in conditions such as arthritis, tendonitis and bursitis.
NSAIDs may be used to reduce fever."	4
G01.1_1511670876_1	NSAID	A nonsteroidal anti-inflammatory drug (NSAID) is a type of medication that reduces pain, inflammation, and fever.	"NSAIDs are among the most widely used medicines in the world and are available over the counter and on prescription.
Some common examples of over-the-counter NSAIDs include ibuprofen (Advil, Motrin), naproxen (Aleve) and aspirin. Some common examples of prescription NSAIDs are celecoxib (Celebrex) and rofecoxib (Vioxx).
NSAIDs work by blocking the production of prostaglandins. Prostaglandins are chemicals involved in pain, inflammation and fever. By blocking the production of prostaglandins, NSAIDs reduce these symptoms.
NSAIDs can be used to treat pain from a variety of causes, such as headaches, muscle pain and arthritis.
NSAIDs can be used to reduce inflammation, which is swelling and redness. This can be helpful in conditions such as arthritis, tendonitis and bursitis.
NSAIDs may be used to reduce fever."	4
G01.1_1511670876_1	PDA	A personal digital assistant (PDA) is a handheld electronic device that can be used for a variety of tasks.	"A PDA can be used to take notes, schedule appointments, send emails and access the Internet. PDAs were once popular devices, but they have largely been replaced by smartphones.
PDAs have traditionally been used to manage personal information such as calendars, contact lists and to-do lists.
PDAs allowed users to access the Internet and other online services from a mobile device.
PDAs could be used to create and edit documents, spreadsheets and presentations.
PDAs could be used to listen to music, play games and watch videos.
PDAs are now used in health and fitness applications, for example, to track steps taken, calories burned and other health metrics."	4
G01.1_1511670876_1	personal digital assistant-based clinical decision support system	A personal digital assistant (PDA)-based clinical decision support system (CDSS) is a computer program that helps healthcare providers make better decisions about patient care.	A personal digital assistant (PDA)-based clinical decision support system (CDSS) uses information from the patient's medical record and other sources of information to make recommendations for diagnosis, treatment and other care decisions. PDA-based CDSSs are typically handheld devices that can be used at the point of care, such as in a doctor's office or hospital room. They are often used to help providers stay up to date with the latest evidence-based practice guidelines and to provide reminders and alerts for important patient care tasks.	4
G01.1_1511670876_2	PDA-based CDSS suite	A personal digital assistant (PDA)-based clinical decision support system (CDSS) is a computer program that helps healthcare providers make better decisions about patient care.	A personal digital assistant (PDA)-based clinical decision support system (CDSS) uses information from the patient's medical record and other sources of information to make recommendations for diagnosis, treatment and other care decisions. PDA-based CDSSs are typically handheld devices that can be used at the point of care, such as in a doctor's office or hospital room. They are often used to help providers stay up to date with the latest evidence-based practice guidelines and to provide reminders and alerts for important patient care tasks.	4
G01.1_1511670876_3	CDSS	A clinical decision support system (CDSS) is a computerized system that provides healthcare providers with evidence-based information to aid in their decision-making.	"A clinical decision support system (CDSS) can help providers make better diagnoses, choose the most appropriate treatments, and improve patient outcomes.
CDSSs can help providers make more accurate diagnoses by providing evidence-based information about the patient's symptoms and risk factors.
CDSSs can help providers choose the most appropriate treatments for their patients by providing information on the effectiveness, safety and cost of different treatment options.
CDSSs can provide patients with information about their health conditions and treatments, helping them to make informed decisions about their care.
CDSSs can help providers identify patients who are at risk of developing chronic diseases, such as heart disease and diabetes, and provide them with interventions to prevent these diseases.
Overall, clinical decision support systems have the potential to revolutionise the way healthcare is delivered. By providing evidence-based information to healthcare providers, CDSSs can help improve patient outcomes, increase efficiency and reduce costs."	4
G01.1_1511670876_3	NSAID-related gastrointestinal risk	NSAID-related gastrointestinal risk is the most common adverse effects of NSAIDs	"NSAIDs are widely used to relieve pain and reduce inflammation. However, they can also cause gastrointestinal (GI) problems.
There are two main types of GI risks associated with NSAIDs:
Upper GI (UGI) risks: UGI risks include stomach upset, heartburn and ulcers. 
Lower GI risks: Lower GI risks include diverticulosis, diverticulitis and colon cancer.
The risk of NSAID-related GI problems is increased by a number of factors, including: age, history of ulcers, concomitant use of other medications."	4
G01.1_1511670876_4	SPs	A standardized patient (SP), also known as a simulated patient, is a person who is trained to portray a patient with a specific medical condition.	"SPs are commonly used in medical education and research to provide realistic patient encounters for students and healthcare professionals.
SPs receive extensive training in their assigned patient roles, including studying medical records, learning the patient's history, and practicing their presentation.
SPs are typically actors or other healthcare professionals who have been trained to provide realistic and believable patient encounters.
SPs are instructed to follow a standardised script and provide consistent responses to questions and examinations, ensuring that students and practitioners receive consistent feedback.
SPs are used in clinical settings to provide students with realistic patient encounters, allowing them to practice their communication, physical examination and diagnostic skills.
SPs are used in research studies to evaluate the effectiveness of new treatments, procedures and educational interventions.
SPs can be used to assess the performance of healthcare professionals and identify areas for improvement.
"	4
G01.1_1511670876_4	standardized patients	A standardized patient (SP), also known as a simulated patient, is a person who is trained to portray a patient with a specific medical condition.	"SPs are commonly used in medical education and research to provide realistic patient encounters for students and healthcare professionals.
SPs receive extensive training in their assigned patient roles, including studying medical records, learning the patient's history, and practicing their presentation.
SPs are typically actors or other healthcare professionals who have been trained to provide realistic and believable patient encounters.
SPs are instructed to follow a standardised script and provide consistent responses to questions and examinations, ensuring that students and practitioners receive consistent feedback.
SPs are used in clinical settings to provide students with realistic patient encounters, allowing them to practice their communication, physical examination and diagnostic skills.
SPs are used in research studies to evaluate the effectiveness of new treatments, procedures and educational interventions.
SPs can be used to assess the performance of healthcare professionals and identify areas for improvement.
"	4
G01.1_1511670876_5	SPs	A standardized patient (SP), also known as a simulated patient, is a person who is trained to portray a patient with a specific medical condition.	"SPs are commonly used in medical education and research to provide realistic patient encounters for students and healthcare professionals.
SPs receive extensive training in their assigned patient roles, including studying medical records, learning the patient's history, and practicing their presentation.
SPs are typically actors or other healthcare professionals who have been trained to provide realistic and believable patient encounters.
SPs are instructed to follow a standardised script and provide consistent responses to questions and examinations, ensuring that students and practitioners receive consistent feedback.
SPs are used in clinical settings to provide students with realistic patient encounters, allowing them to practice their communication, physical examination and diagnostic skills.
SPs are used in research studies to evaluate the effectiveness of new treatments, procedures and educational interventions.
SPs can be used to assess the performance of healthcare professionals and identify areas for improvement.
"	4
G01.1_1511670876_7	prescribing of NSAIDs	A nonsteroidal anti-inflammatory drug (NSAID) prescription is a written order from a doctor or other healthcare provider authorizing a patient to take a specific NSAID medication.	"NSAIDs are a type of medicine used to relieve pain, inflammation and fever. They are available over the counter and by prescription.
The prescription will state the name of the NSAID medicine that the patient is allowed to take.
The prescription will state the dosage of NSAID medication that the patient is allowed to take. This will usually include the number of tablets or capsules to be taken, the frequency of dosing and the duration of treatment.
The prescription is signed by the prescriber, which is the doctor or other healthcare provider responsible for ordering the NSAID medication.
The prescription will include the patient's name, date of birth and other relevant medical information.
The prescription may include warnings and precautions about the use of the NSAID medication, such as possible side effects or drug interactions.
The prescription may include patient instructions for using the NSAID medication, such as when and how to take the medication and what to do if the patient experiences side effects.
NSAID prescriptions are important because they ensure that patients take the right medication at the right dose. They also help prevent patients from taking NSAIDs that may interact with other medicines they are taking or that may be dangerous for them to take."	4
G01.1_1511670876_8	CDSS	A clinical decision support system (CDSS) is a computerized system that provides healthcare providers with evidence-based information to aid in their decision-making.	"A clinical decision support system (CDSS) can help providers make better diagnoses, choose the most appropriate treatments, and improve patient outcomes.
CDSSs can help providers make more accurate diagnoses by providing evidence-based information about the patient's symptoms and risk factors.
CDSSs can help providers choose the most appropriate treatments for their patients by providing information on the effectiveness, safety and cost of different treatment options.
CDSSs can provide patients with information about their health conditions and treatments, helping them to make informed decisions about their care.
CDSSs can help providers identify patients who are at risk of developing chronic diseases, such as heart disease and diabetes, and provide them with interventions to prevent these diseases.
Overall, clinical decision support systems have the potential to revolutionise the way healthcare is delivered. By providing evidence-based information to healthcare providers, CDSSs can help improve patient outcomes, increase efficiency and reduce costs."	4
G01.1_1511670876_9	CDSS	A clinical decision support system (CDSS) is a computerized system that provides healthcare providers with evidence-based information to aid in their decision-making.	"A clinical decision support system (CDSS) can help providers make better diagnoses, choose the most appropriate treatments, and improve patient outcomes.
CDSSs can help providers make more accurate diagnoses by providing evidence-based information about the patient's symptoms and risk factors.
CDSSs can help providers choose the most appropriate treatments for their patients by providing information on the effectiveness, safety and cost of different treatment options.
CDSSs can provide patients with information about their health conditions and treatments, helping them to make informed decisions about their care.
CDSSs can help providers identify patients who are at risk of developing chronic diseases, such as heart disease and diabetes, and provide them with interventions to prevent these diseases.
Overall, clinical decision support systems have the potential to revolutionise the way healthcare is delivered. By providing evidence-based information to healthcare providers, CDSSs can help improve patient outcomes, increase efficiency and reduce costs."	4
G01.1_1511670876_9	CDSS	A clinical decision support system (CDSS) is a computerized system that provides healthcare providers with evidence-based information to aid in their decision-making.	"A clinical decision support system (CDSS) can help providers make better diagnoses, choose the most appropriate treatments, and improve patient outcomes.
CDSSs can help providers make more accurate diagnoses by providing evidence-based information about the patient's symptoms and risk factors.
CDSSs can help providers choose the most appropriate treatments for their patients by providing information on the effectiveness, safety and cost of different treatment options.
CDSSs can provide patients with information about their health conditions and treatments, helping them to make informed decisions about their care.
CDSSs can help providers identify patients who are at risk of developing chronic diseases, such as heart disease and diabetes, and provide them with interventions to prevent these diseases.
Overall, clinical decision support systems have the potential to revolutionise the way healthcare is delivered. By providing evidence-based information to healthcare providers, CDSSs can help improve patient outcomes, increase efficiency and reduce costs."	4
G01.1_1511670876_9	NSAID prescription	A nonsteroidal anti-inflammatory drug (NSAID) prescription is a written order from a doctor or other healthcare provider authorizing a patient to take a specific NSAID medication.	"NSAIDs are a type of medicine used to relieve pain, inflammation and fever. They are available over the counter and by prescription.
The prescription will state the name of the NSAID medicine that the patient is allowed to take.
The prescription will state the dosage of NSAID medication that the patient is allowed to take. This will usually include the number of tablets or capsules to be taken, the frequency of dosing and the duration of treatment.
The prescription is signed by the prescriber, which is the doctor or other healthcare provider responsible for ordering the NSAID medication.
The prescription will include the patient's name, date of birth and other relevant medical information.
The prescription may include warnings and precautions about the use of the NSAID medication, such as possible side effects or drug interactions.
The prescription may include patient instructions for using the NSAID medication, such as when and how to take the medication and what to do if the patient experiences side effects.
NSAID prescriptions are important because they ensure that patients take the right medication at the right dose. They also help prevent patients from taking NSAIDs that may interact with other medicines they are taking or that may be dangerous for them to take."	4
G01.1_1511670876_9	PDA-based CDSS	A personal digital assistant (PDA)-based clinical decision support system (CDSS) is a computer program that helps healthcare providers make better decisions about patient care.	A personal digital assistant (PDA)-based clinical decision support system (CDSS) uses information from the patient's medical record and other sources of information to make recommendations for diagnosis, treatment and other care decisions. PDA-based CDSSs are typically handheld devices that can be used at the point of care, such as in a doctor's office or hospital room. They are often used to help providers stay up to date with the latest evidence-based practice guidelines and to provide reminders and alerts for important patient care tasks.	4
G01.1_151188962_1	pedestrian navigation	navigation systems designed to assist pedestrians in finding their way while walking	similar to car navigation, which guides drivers to their destinations, pedestrian navigation focuses on providing directions and guidance to individuals traveling on foot	2
G01.1_151188962_2	city planning	the planning and control of the construction, growth, and development of a town or other urban area	multidisciplinary field that involves the development and organization of the physical, social, economic, and environmental aspects of cities and urban areas, with the goal to create sustainable, efficient, and livable communities	2
G01.1_151188962_2	landscape planning	development and application of strategies, policies and plans to create successful environments, in both urban and rural settings	multidisciplinary field that involves the analysis, design, and management of outdoor spaces to create aesthetically pleasing, functional, and sustainable environments, which aim is to balance human needs with nature	2
G01.1_151188962_2	machine vision research	studies concerning the automatic acquisition and analysis of an image to obtain desired information on the surrounding space	studies that involve the use of computer algorithms and artificial intelligence to enable machines, such as computers or robotic systems, to interpret and understand visual information from the world in order to endow machines with the ability to perceive and comprehend the visual aspects of their surroundings	2
G01.1_151188962_5	3D maps with texture	3D maps to which detailed surface patterns or visual information is added	3D maps that include details like colors, patterns, or realistic surface features for the purpose of making the 3D representation more visually realistic and engaging	2
G01.1_151188962_5	3D maps without texture	simplified 3D maps to which no additional surface details are added	3D maps whose representation is simplified, focused on basic shapes, structures, and spatial relationships	2
G01.1_151188962_5	object search experiment	experiment that tests the ability of a map to find a specific object	experiment designed to evaluate the effectiveness of 2D and 3D maps for navigation in the context of searching for specific objects within a given environment	2
G01.1_151188962_5	PDA	small, mobile, handheld device that provides computing and information storage and retrieval capabilities	acronym of personal digital assistant, the precursor to smartphones, which usually had a small physical keyboard even tough some had an electronically sensitive pad on which handwriting could be received	2
G01.1_151188962_5	personal digital assistant	small, mobile, handheld device that provides computing and information storage and retrieval capabilities	data-centric handheld computer weighing less than 1 pound that is designed primarily for use with both hands	2
G01.1_151188962_6	PDA display size	the size of the screen of a small, mobile, handheld device that provides computing and information storage and retrieval capabilities	the size of the screen of the precursor to smartphones, which usually had a small physical keyboard even tough some had an electronically sensitive pad on which handwriting could be received	2
G01.1_1514623391_1	Digital Video Broadcasting Handheld	standard for digital video broadcasting tailored specifically for handheld devices, allowing the transmission of video content to portable gadgets.	This technology allows for the efficient transmission of video to portable gadgets such as smartphones and tablets, optimizing the viewing experience on smaller screens.	15
G01.1_1514623391_1	Digital Video Broadcasting Terrestrial	standard for digital video broadcasting via terrestrial networks that enables the transmission and reception of digital TV signals through antennas.	This technology enables the transmission of digital television signals over the air, making it possible for users to receive digital TV broadcasts using antennas. DVB-T is a key component of the transition from analog to digital television broadcasting.	15
G01.1_1514623391_1	DVB-H	standard for digital video broadcasting tailored specifically for handheld devices, allowing the transmission of video content to portable gadgets.	This technology allows for the efficient transmission of video to portable gadgets such as smartphones and tablets, optimizing the viewing experience on smaller screens.	15
G01.1_1514623391_1	DVB-T	standard for digital video broadcasting via terrestrial networks that enables the transmission and reception of digital TV signals through antennas.	This technology enables the transmission of digital television signals over the air, making it possible for users to receive digital TV broadcasts using antennas. DVB-T is a key component of the transition from analog to digital television broadcasting.	15
G01.1_1514623391_2	mobile handheld devices	portable electronic gadgets, such as smartphones and tablets.	Designed for on-the-go use, featuring functions like communication, internet access, and various applications.	15
G01.1_1514623391_3	data link layer	a component of the OSI model.	It manages the reliable transmission of data across a physical link, addressing issues such as framing, error detection, and flow control in network communication.	15
G01.1_1514623391_3	physical layer	part of the OSI model.	It is responsible for the transmission and reception of raw data bits over a physical medium, defining aspects such as electrical and mechanical characteristics, signaling, and data rate.	15
G01.1_1516508996_2	processing engine	A processing engine refers to a specialized system within a device or software architecture responsible for executing computational tasks, manipulating data, and performing operations according to predefined instructions or algorithms.	A processing engine is essentially the brain or central processing unit (CPU) of a device or system. Its primary function is to handle all the computational tasks necessary for the device to operate. Imagine it as the engine in a car: it's what powers everything and makes the device run smoothly. The processing engine is the core component that drives the functionality of a device or system, enabling it to perform various tasks effectively and efficiently.	5
G01.1_1516508996_2	RV4640	A specific model or type of processor made by IDT, possibly used in the communications device.	RV4640 is a high-performance processing unit, presumably part of IDT's product lineup, designed to cater to various applications requiring advanced computational capabilities. This integrated circuit is engineered to offer a balance between processing power, energy efficiency, and cost-effectiveness, making it suitable for a wide range of devices and systems. The RV4640 incorporates cutting-edge semiconductor technology, possibly featuring multiple cores, specialized instruction sets, and advanced architecture optimizations to deliver optimal performance.	5
G01.1_1516508996_3	IDT ATM NIC	An IDT ATM NIC refers to a network interface card (NIC) manufactured by Integrated Device Technology (IDT), specifically engineered to facilitate communication within Asynchronous Transfer Mode (ATM) networks. This NIC serves as a crucial intermediary component, enabling devices such as routers, switches, or network appliances to connect to and exchange data across ATM-based networks seamlessly.	An IDT ATM NIC is a special network card made by a company called Integrated Device Technology (IDT). This card is designed specifically to help devices like routers and switches connect to and work smoothly within networks that use a technology called Asynchronous Transfer Mode (ATM). ATM is a type of technology used for fast communication in networks. So, this card makes sure devices can talk to each other effectively in ATM-based networks, ensuring that data goes where it needs to go quickly and reliably.	5
G01.1_1516508996_4	internet terminal	It is a dedicated device or computer station designed primarily for accessing the internet. It typically consists of a monitor or screen, a keyboard, and sometimes a mouse or touchpad. Internet terminals are often found in public places like libraries, airports, or cafes, providing users with a simple and convenient way to go online without needing their own personal computer or device.	An internet terminal is a public computer that's specifically set up for people to use the internet. You'll find them in places like libraries, hotels, or airports. They usually have a screen, keyboard, and sometimes a mouse. You can use them to check your email, browse websites, or do other things online, even if you don't have your own computer or phone with you.	5
G01.1_1516508996_4	set-top box	It is a specialized electronic device that connects to a television set and provides access to various services and content. It typically serves as a bridge between the television and external sources, such as cable or satellite television signals, internet streaming services, or digital media players. The set-top box receives signals or data from these sources and converts them into a format that the television can display.	A set-top box is like a small computer that connects to your TV. It lets you watch different things on your TV, like cable channels, streaming services, or even videos from the internet. You plug it into your TV, and it helps you access and watch all these different kinds of shows and movies easily.	5
G01.1_1516508996_4	two way pager	A two-way pager is a portable electronic communication device designed to send and receive messages wirelessly. Allows users to both send and receive messages, enabling two-way communication. This device typically features a small screen and a keyboard or keypad for composing messages. It communicates with a paging network or wireless service provider to send and receive messages, often using radio frequencies or cellular networks.	A two-way pager is a small, portable device that lets you send and receive messages without needing a phone. It's similar to a text message but on a special gadget just for messaging. With a two-way pager, you can both send messages to others and get messages from them, making it a handy tool for quick communication when you're on the go. It's often used in places like hospitals or by people who need to stay in touch easily but don't want to use a phone.	5
G01.1_1516508996_5	dhrystone MIPS	It refers to a metric used to measure the processing speed or performance of a computer system, particularly in terms of integer arithmetic operations. It is derived from the Dhrystone benchmark, a synthetic benchmark program used to evaluate the integer performance of computer systems.	It is a way of measuring how fast a computer can do basic math and other simple tasks. It's like counting how many math problems a computer can solve in one second. The higher the number of Dhrystone MIPS, the faster the computer is at these tasks. It helps us compare how speedy different computers are at handling basic operations.	5
G01.1_1516508996_7	full duplexed	It is a communication mode in which data transmission can occur simultaneously in both directions, allowing for bidirectional communication. In this mode, devices can send and receive data at the same time without needing to wait for one party to finish transmitting before the other can send information.	It means that two devices can talk to each other at the same time. It's like having a phone conversation where both people can speak and listen at once, without needing to take turns. This makes communication faster and more efficient because both sides can share information simultaneously.	5
G01.1_1524829466_3	PDA	The personal digital assistant (PDA) is a small, mobile, handheld device that provides computing and information storage and retrieval capabilities for personal or business use.	The PDA is a multi-purpose mobile device that has audio capabilities, it can be used as a portable media player, and many of them can be used as telephones.	19
G01.1_1524829466_3	personal digital assistant	The personal digital assistant is a small, mobile, handheld device that provides computing and information storage and retrieval capabilities for personal or business use.	The PDA is a multi-purpose mobile device that has audio capabilities, it can be used as a portable media player, and many of them can be used as telephones.	19
G01.1_1527694686_1	mobile terminal	portable device that enables transactions to be submitted via a mobile telecommunications network	portable devices such as mobile PCs, cell phones and PDAs that enable communication or access to information	2
G01.1_1527694686_1	personal digital assistant	small, mobile, handheld device that provides computing and information storage and retrieval capabilities	the precursor to smartphones, it usually had a small physical keyboard even tough some had an electronically sensitive pad on which handwriting could be received	2
G01.1_1527694686_1	ubiquitous environment	environment where a huge numbers of sensors constantly gather information and send it to the fog	environment where technology is seamlessly integrated and pervasive, present everywhere and constantly accessible	2
G01.1_1527694686_10	u-PaV system	system that automatically transforms web content into TV-like video content for ubiquitous environments	acronym for universal passive viewer system, a system that transforms web content incorporating audio and visual components that are presented on a display	2
