doc_id	snt_id	snt_source
2950010073	G07.1_2950010073_2	The misinformation containment problem aims at limiting the spread of misinformation in online social networks by launching competing campaigns.
2950010073	G07.1_2950010073_3	Motivated by realistic scenarios, we present the first analysis of the misinformation containment problem for the case when an arbitrary number of cascades are allowed.
2950010073	G07.1_2950010073_4	First, we provide a formal model for multi-cascade diffusion and introduce an important concept called as cascade priority.
2950010073	G07.1_2950010073_5	Second, we show that the misinformation containment problem cannot be approximated within a factor of $\\Omega(2^{\\log^{1-\\epsilon}n^4})$ in polynomial time unless $NP \\subseteq DTIME(n^{\\polylog{n}})$.
2950010073	G07.1_2950010073_6	Third, we introduce several types of cascade priority that are frequently seen in real social networks.
2950010073	G07.1_2950010073_7	Finally, we design novel algorithms for solving the misinformation containment problem.
2950010073	G07.1_2950010073_8	The effectiveness of the proposed algorithm is supported by encouraging experimental results.
2954032282	G06.2_2954032282_1	Ensuring the safety of self-driving cars is important, but neither industry nor authorities have settled on a standard way to test them.
2954032282	G06.2_2954032282_2	Deploying self-driving cars for testing in regular traffic is a common, but costly and risky method, which has already caused fatalities.
2954032282	G06.2_2954032282_3	As a safer alternative, virtual tests, in which self-driving car software is tested in computer simulations, have been proposed.
2954032282	G06.2_2954032282_4	One cannot hope to sufficiently cover the huge number of possible driving situations self-driving cars must be tested for by manually creating such tests.
2954032282	G06.2_2954032282_5	Therefore, we developed AsFault, a tool for automatically generating virtual tests for systematically testing self-driving car software.
2954032282	G06.2_2954032282_6	We demonstrate AsFault by testing the lane keeping feature of an artificial intelligence-based self-driving car software, for which AsFault generates scenarios that cause it to drive off the road.
2954032282	G06.2_2954032282_7	A video illustrating AsFault in action is available at: https://youtu.be/lJ1sa42VLDw
2968701259	G10.1_2968701259_1	Perception of the local environment is a precondition for mobile robots to navigate safely in dynamic environments.
2968701259	G10.1_2968701259_2	Most robots, i.e., humanoids and smaller wheeled robots rely on planar regions.
2968701259	G10.1_2968701259_3	For humanoids, a simple 2D occupancy map as environment representation on which a path is planned is hereby not sufficient since they can step over and onto objects and therefore need height information.
2968701259	G10.1_2968701259_4	Considering dynamic obstacles introduces another level of complexity, since they can lead to necessary replanning or collisions at later stages.
2968701259	G10.1_2968701259_5	In this paper, we present a framework that first extracts planar regions in height maps and detects dynamic obstacles.
2968701259	G10.1_2968701259_6	Our system then uses this information to create a set of prediction maps, in which paths can be efficiently planned in real time at low CPU cost.
2968701259	G10.1_2968701259_7	We show in simulation and real-world experiments that our framework keeps run times well under 10ms for one computation cycle and allows for foresighted real-time 3D footstep planning.
147704292	G01.1_147704292_1	Partners In Health (PIH) and its sister organization in Lima, Peru, Socios En Salud (SES), treat a majority of multidrug-resistant tuberculosis (MDR-TB) patients in Peru, in conjunction with the Peruvian National TB Program (NTP).
147704292	G01.1_147704292_2	Monthly bacteriology tests, which must be collected from health establishments located across this major city, are an integral part of this treatment.
147704292	G01.1_147704292_3	"Currently, a SES employee visits each health establishment to collect this information by hand, process it and type it into an electronic medical record system  this :[81],""paper, we describe the development and implementation of a personal digital assistant (PDA)-based electronic system to collect, verify and upload monthly bacteriology data into the PIH-EMR."
147704292	G01.1_147704292_4	After an initial implementation period, we performed a pilot study to test the use of this system.
147704292	G01.1_147704292_5	We completed a baseline assessment in two health districts and then implemented the electronic system in one of the districts while the control site continued to use the paper-based system during the same period.
147704292	G01.1_147704292_6	The PDA-based system had a processing time of 6.2 days, significantly lower than measurements for both the baseline [54.8] and control sites [64.4] (both pu003c0.0001).
147704292	G01.1_147704292_7	It was also able to reduce the frequency of discrepancy from 10.1% to 2.8% (pu003c0.0001) and receive positive feedback from the users.
147704292	G01.1_147704292_8	Finally, the system’s cost would be recuperated in three months from time savings due to increased work efficiency.
147704292	G01.1_147704292_9	This system will be the subject of a larger study to determine its impact on delays, errors and costs.
21	M1_21_1	Subjects ingested the beverages within 5 min every 30 min.
49	M17_49_1	Memory is a process in which information is encoded, stored, and retrieved.
49	M17_49_2	For vertebrates, the modern view has been that it occurs only in the brain.
49	M17_49_3	This review describes a cellular memory in skeletal muscle in which hypertrophy is 'remembered' such that a fibre that has previously been large, but subsequently lost its mass, can regain mass faster than naive fibres.
49	M17_49_4	A new cell biological model based on the literature, with the most reliable methods for identifying myonuclei, can explain this phenomenon.
49	M17_49_5	According to this model, previously untrained fibres recruit myonuclei from activated satellite cells before hypertrophic growth.
49	M17_49_6	Even if subsequently subjected to grave atrophy, the higher number of myonuclei is retained, and the myonuclei seem to be protected against the elevated apoptotic activity observed in atrophying muscle tissue.
49	M17_49_7	Fibres that have acquired a higher number of myonuclei grow faster when subjected to overload exercise, thus the nuclei represent a functionally important 'memory' of previous strength.
49	M17_49_8	This memory might be very long lasting in humans, as myonuclei are stable for at least 15 years and might even be permanent.
49	M17_49_9	However, myonuclei are harder to recruit in the elderly, and if the long-lasting muscle memory also exists in humans, one should consider early strength training as a public health advice.
52	M20_52_1	Human aging results in a variety of changes to skeletal muscle.
52	M20_52_2	Sarcopenia is the age-associated loss of muscle mass and is one of the main contributors to musculoskeletal impairments in the elderly.
52	M20_52_3	Previous research has demonstrated that resistance training can attenuate skeletal muscle function deficits in older adults, however few articles have focused on the effects of resistance training on functional mobility.
52	M20_52_4	The purpose of this systematic review was to 1) present the current state of literature regarding the effects of resistance training on functional mobility outcomes for older adults with skeletal muscle function deficits and 2) provide clinicians with practical guidelines that can be used with seniors during resistance training, or to encourage exercise.
52	M20_52_5	We set forth evidence that resistance training can attenuate age-related changes in functional mobility, including improvements in gait speed, static and dynamic balance, and fall risk reduction.
52	M20_52_6	Older adults should be encouraged to participate in progressive resistance training activities, and should be admonished to move along a continuum of exercise from immobility, toward the recommended daily amounts of activity.
2415325177	G04.2_2415325177_1	Next generation sequencing (NGS) produces massive datasets consisting of billions of reads and up to thousands of samples.
2415325177	G04.2_2415325177_2	Subsequent bioinformatic analysis is typically done with the help of open source tools, where each application performs a single step towards the final result.
2415325177	G04.2_2415325177_3	This situation leaves the bioinformaticians with the tasks to combine the tools, manage the data files and meta-information, document the analysis, and ensure reproducibility.
2794850674	G11.1_2794850674_1	In this paper, a lab automation drone notional concept is introduced.
2794850674	G11.1_2794850674_2	Here, a robotic limb is attached to a robotic rotorcraft.
2794850674	G11.1_2794850674_3	The limb's gripper allows the unmanned aerial vehicle to dexterously manipulate objects such as micro-arrays and test tubes often used in high throughput systems (HTS).
2794850674	G11.1_2794850674_4	The resulting drone could augment existing HTS operations.
2794850674	G11.1_2794850674_5	The 6 degree-of-freedom (DOF) arm and gripper design are presented.
2794850674	G11.1_2794850674_6	Test-and-evaluation approach and results are also given.
2797641221	G01.1_2797641221_1	Digital assistants are emerging to become more prevalent in our daily lives. In interacting with these assistants, users may engage in multiple tasks within a short period of time.
2805209921	G06.2_2805209921_1	A significant problem of using deep learning techniques is the limited amount of data available for training.
2805209921	G06.2_2805209921_2	There are some datasets available for the popular problems like item recognition and classification for self-driving cars, however, it is very limited for the industrial robotics field.
2805209921	G06.2_2805209921_3	In previous work, we have trained a multi-objective Convolutional Neural Network (CNN) to identify the robot body in the image and estimate 3D positions of the joints by using just a 2D image, but it was limited to a range of robots produced by Universal Robots (UR).
2805209921	G06.2_2805209921_4	In this work, we extend our method to work with a new robot arm - Kuka LBR iiwa, which has a significantly different appearance and an additional joint.
2805209921	G06.2_2805209921_5	However, instead of collecting large datasets once again, we collect a number of smaller datasets containing a few hundred frames each and use transfer learning techniques on the CNN trained on UR robots to adapt it to a new robot having different shapes and visual features.
2805209921	G06.2_2805209921_6	We have proven that transfer learning is not only applicable in this field, but it requires smaller well-prepared training datasets, trains significantly faster and reaches similar accuracy compared to the original method, even improving it on some aspects.
2806518684	G08.1_2806518684_1	Blockchain technology is the underlying enabling technology developed for Bitcoin, the most common cryptocurrency.
2806518684	G08.1_2806518684_2	Blockchain technologies have become increasingly popular with the potential to become a powerful disruptive force.
2806518684	G08.1_2806518684_3	Individuals and organizations may benefit from blockchain with its ability to increase secure data exchange and to make that transaction simpler and easier between entities.
2806518684	G08.1_2806518684_4	We investigate factors that influence an individualu0027s intention to use a blockchain cryptocurrency.
2806518684	G08.1_2806518684_5	We develop a model of cryptocurrency adoption grounded in the theory of planned behavior (TPB) to: identify the determinants for the acceptance of cryptocurrency and explore the relative importance of each construct.
2806518684	G08.1_2806518684_6	We offer empirical evidence for a better theoretical understanding of cryptocurrency adoption with practical implications in an e-government context.
40	M8_40_1	A variety of specialized training techniques have been advocated as a means to heighten muscle growth.
40	M8_40_2	Forced repetitions/drop sets, supersets, and heavy negatives, in particular, have been purported to enhance the hypertrophic response to resistance exercise.
40	M8_40_3	This article will explore the potential role of these techniques in promoting muscle hypertrophy and provide an insight into possible applications to resistance training programs.
44	M12_44_1	Current dogma suggests aerobic exercise training has minimal effect on skeletal muscle size.
44	M12_44_2	We and others have demonstrated that aerobic exercise acutely and chronically alters protein metabolism and induces skeletal muscle hypertrophy.
44	M12_44_3	These findings promote an antithesis to the status quo by providing novel perspective on skeletal muscle mass regulation and insight into exercise-countermeasures for populations prone to muscle loss.
835365303	G06.2_835365303_1	This paper addresses the financial markets problem space with particular emphasis on trading systems seen in banking today.
835365303	G06.2_835365303_2	With the advent of modern computing, cross-regional trading transactions can now be executed within milliseconds, a reality that is impossible without the advancements of software systems technology.
835365303	G06.2_835365303_3	We then move on and discuss the anatomy of a trading system and how it fits in with the banks ecosystem of vital inter-working components.
89451762	G06.2_89451762_1	Many model based techniques have been proposed in the literature for applying domestic service tasks on humanoid robots, such as teleoperation, learning from demonstration and imitation.
89451762	G06.2_89451762_2	However sensor based robot control overcomes many of the difficulties of uncertain models and unknown environments which limit the domain of application of the previous methods.
89451762	G06.2_89451762_3	Furthermore, for service and manipulation tasks, it is more suitable to study the interaction between the robot and its environment at the contact point using the sensor based control, rather than specifying the joint positions and velocities required to achieve them.
18	M1_18_1	The 8 h time frame represents an important phase of post-exercise recovery [1] as well as the period during which blood alcohol concentrations are likely to be elevated by a post-event drinking binge [14].
2040043577	G04.3_2040043577_1	SPSS Clementinel2.0 statistical software was used to mine the association rules between Etiology and traditional Chinese medicine (TCM), Syndromes and TCM, Symptoms and TCM.
2040043577	G04.3_2040043577_2	The classic Apriori algorithm is useful to mine cases of influenza treated by contemporary famous old Chinese medicine.
2888477402	G06.2_2888477402_1	As for the humanoid robots, the internal noise, which is generated by motors, fans and mechanical components when the robot is moving or shaking its body, severely degrades the performance of the speech recognition accuracy.
2888477402	G06.2_2888477402_2	In this paper, a novel speech recognition system robust to ego-noise for humanoid robots is proposed, in which on/off state of the motor is employed as auxiliary information for finding the relevant input features.
2888477402	G06.2_2888477402_3	For this, we consider the bottleneck features, which have been successfully applied to deep neural network (DNN) based automatic speech recognition (ASR) system.
2888477402	G06.2_2888477402_4	When learning the bottleneck features to catch, we first exploit the motor on/off state data as supplementary information in addition to the acoustic features as the input of the first deep neural network (DNN) for preliminary acoustic modeling.
2888477402	G06.2_2888477402_5	Then, the second DNN for primary acoustic modeling employs both the bottleneck features tossed from the first DNN and the acoustics features.
2888477402	G06.2_2888477402_6	When the proposed method is evaluated in terms of phoneme error rate (PER) on TIMIT database, the experimental results show that achieve obvious improvement (11% relative) is achieved by our algorithm over the conventional systems.
2906808597	G10.1_2906808597_1	An autonomous service robot often first has to search for a user to carry out a desired task.
2906808597	G10.1_2906808597_2	This is a challenging problem, especially when this person moves around since the robot’s field of view is constrained and the environment structure typically poses further visibility constraints that influence the perception of the user.
2906808597	G10.1_2906808597_3	In this paper, we propose a novel method that computes the likelihood of the user’s observability at each possible location in the environment based on Monte Carlo simulations.
2906808597	G10.1_2906808597_4	As the robot needs time to reach the possible search locations, we take this time as well as the visibility constraints into account when computing effective search locations.
2906808597	G10.1_2906808597_5	In this way, the robot can choose the next search location that has the maximum expected observability of the user.
2906808597	G10.1_2906808597_6	Our experiments in various simulated environments demonstrate that our approach leads to a significantly shorter search time compared to a greedy approach with background information.
42	M10_42_1	In this paper we revisit a topic originally discussed in 1955, namely the lack of direct evidence that muscle hypertrophy from exercise plays an important role in increasing strength.
42	M10_42_2	To this day, long-term adaptations in strength are thought to be primarily contingent on changes in muscle size.
42	M10_42_3	Given this assumption, there has been considerable attention placed on programs designed to allow for maximization of both muscle size and strength.
42	M10_42_4	However, the conclusion that a change in muscle size affects a change in strength is surprisingly based on little evidence.
42	M10_42_5	We suggest that these changes may be completely separate phenomena based on: (1) the weak correlation between the change in muscle size and the change in muscle strength after training; (2) the loss of muscle mass with detraining, yet a maintenance of muscle strength; and (3) the similar muscle growth between low-load and high-load resistance training, yet divergent results in strength.
43	M11_43_1	Low-intensity occlusion (50-100 mm hg) training provides a unique beneficial training mode for promoting muscle hypertrophy.
43	M11_43_2	Training at intensities as low as 20% 1 repetition maximum with moderate vascular occlusion results in muscle hypertrophy in as little as 3 weeks.
43	M11_43_3	A typical exercise prescription calls for 3 to 5 sets to volitional fatigue with short rest periods.
43	M11_43_4	The metabolic buildup causes positive physiologic reactions, specifically a rise in growth hormone that is higher than levels found with higher intensities.
43	M11_43_5	Occlusion training is applicable for those who are unable to sustain high loads due to joint pain, postoperative patients, cardiac rehabilitation, athletes who are unloading, and astronauts.
2047319275	G09.1_2047319275_1	Phishers continue to alter the source code of the web pages used in their attacks to mimic changes to legitimate websites of spoofed organizations and to avoid detection by phishing countermeasures.
2047319275	G09.1_2047319275_2	Manipulations can be as subtle as source code changes or as apparent as adding or removing significant content.
2047319275	G09.1_2047319275_3	To appropriately respond to these changes to phishing campaigns, a cadre of file matching algorithms is implemented to detect phishing websites based on their content, employing a custom data set consisting of 17,992 phishing attacks targeting 159 different brands.
2047319275	G09.1_2047319275_4	The results of the experiments using a variety of different content-based approaches demonstrate that some can achieve a detection rate of greater than 90% while maintaining a low false positive rate.
2100028027	G07.1_2100028027_1	Inaccurate information, in the field of library and information science, is often regarded as a problem that needs to be corrected or simply understood as either misinformation or disinformation without further consideration.
2100028027	G07.1_2100028027_2	Misinformation and disinformation, however, may cause significant problems for users in online environments, where they are constantly exposed to an abundance of inaccurate and/or misleading information.
2100028027	G07.1_2100028027_3	This paper aims to establish conceptual groundwork for future empirical research by examining the relationships among information, misinformation, and disinformation.
2100028027	G07.1_2100028027_4	Our analysis extends to a discussion of cues to deception, as means for detecting misinformation and disinformation.
2100028027	G07.1_2100028027_5	We argue that misinformation and disinformation are related yet distinct sub-categories of information.
2100028027	G07.1_2100028027_6	Misinformation is a multifaceted concept, more complex than simply being inaccurate or incomplete, and disinformation does not always entail misinformation.
2117924928	G05.1_2117924928_1	The CRISPR/Cas9 system was recently developed as a powerful and flexible technology for targeted genome engineering, including genome editing (altering the genetic sequence) and gene regulation (without altering the genetic sequence).
2117924928	G05.1_2117924928_2	These applications require the design of single guide RNAs (sgRNAs) that are efficient and specific.
2117924928	G05.1_2117924928_3	However, this remains challenging, as it requires the consideration of many criteria.
2124690797	G07.1_2124690797_1	The importance of research on misinformation has received wide recognition.
2124690797	G07.1_2124690797_2	Two major challenges faced by this research community are the lack of theoretical models and the scarcity of misinformation in support of such research.
2124690797	G07.1_2124690797_3	This paper aims to address the aforementioned challenges by conceptualizing misinformation and enabling the interoperability of misinformation.
2124690797	G07.1_2124690797_4	In particular, a representation and a model of misinformation are proposed through surveying, synthesizing, and explicating existing work in the field.
2124690797	G07.1_2124690797_5	The ontology-supported misinformation model can not only guide future misinformation research but also lay the foundation for building a digital misinformation library by advancing our knowledge on misinformation and by improving its sharing, management, and reuse.
2124690797	G07.1_2124690797_6	In addition, we present a formal methodology for managing misinformation in a digital library, and suggest future research directions related to the misinformation model.
25	M1_25_1	However, a second finding was that even when protein was consumed in amounts shown to be optimally effective to stimulate MPS [8] during post-exercise recovery, the intake of alcohol reduced MPS by ∼24%, representing only a partial ‘rescue’ of the anabolic response compared with protein alone.
2562908749	G10.1_2562908749_1	In this paper, we introduce an approach to efficient robot navigation through cluttered indoor environments.
2562908749	G10.1_2562908749_2	We propose to estimate local obstacle densities based on already detected objects and use them to predict traversal costs corresponding to potential obstacles in regions not yet observable by the robot's sensors.
2562908749	G10.1_2562908749_3	By taking into account the predicted costs for path planning, the robot is then able to navigate in a more foresighted manner and reduces the risk of getting stuck in cluttered regions.
2562908749	G10.1_2562908749_4	As the experimental results demonstrate, our method enables the robot to efficiently navigate through environments containing cluttered regions and achieves significantly shorter completion times compared to a standard approach not using any prediction.
2570453702	G13.1_2570453702_1	This study focuses on the digital marketing capabilities of tourism SMEs.
2570453702	G13.1_2570453702_2	The study addresses the question of how the use of ICT-based tools benefit the organisational capabilities of a company.
2570453702	G13.1_2570453702_3	By adopting marketing as a set-of-skills approach, the study provides new insights into the existing tourism literature on e-marketing.
2570453702	G13.1_2570453702_4	Initial findings indicate that the digital marketing capabilities of companies are transformed through ICT-based uptake.
2570453702	G13.1_2570453702_5	Four major capabilities were identified, each of which evolves as a result of using the tools.
2570453702	G13.1_2570453702_6	A key finding of the study is that the use of ICT-based tools transforms digital marketing capabilities from a set of abilities that enables tourism SMEs not only to float in a web-marketing stream, but also to lead such a stream.
2796443924	G05.2_2796443924_1	The CRISPR-Cpf1 system has been successfully applied in genome editing.
2796443924	G05.2_2796443924_2	However, target efficiency of the CRISPR-Cpf1 system varies among different gRNA sequences.
2796443924	G05.2_2796443924_3	Using machine learning technology, a SVM model was created to predict target efficiency for any given gRNAs.
2796443924	G05.2_2796443924_4	the first web service application, CRISPR-DT (CRISPR DNA Targeting), to help users design optimal gRNAs for the CRISPR-Cpf1 system by considering both target efficiency and specificity is available.
1494033132	G01.1_1494033132_1	This study compared text entry performance of two stylus-driven soft keyboards for use in hand-held computing devices: the QWERTY and the T9.
1494033132	G01.1_1494033132_2	Participants transcribed text presented on a computer screen into a personal digital assistant (PDA) using a stylus and one of these two keyboards.
1494033132	G01.1_1494033132_3	We introduced a new psychophysical technique for measuring transcription rate that provides a composite measure of speed and accuracy.
1494033132	G01.1_1494033132_4	Using this technique, we calculated the maximum transcription rate for each keyboard.
1494033132	G01.1_1494033132_5	The results show that transcription rates were higher for the QWERTY keyboard than for the T9, despite the T9 keyboard’s apparent superior physical characteristics.
1494033132	G01.1_1494033132_6	An ancillary experiment demonstrated that the poorer performance of the T9 layout may have resulted from an increase in visual scanning time due to perceptual grouping of the letters on the keys.
1494033132	G01.1_1494033132_7	Together these findings imply that the QWERTY keyboard layout remains the most effective of the currently available designs for stylus tapping on soft keyboards.
1528342628	G01.1_1528342628_1	A truly personal machine, called a private machine and implemented as a Personal Digital Assistant (PDA), is fundamentally different from traditional machines.
1528342628	G01.1_1528342628_2	It is personal and private in an unprecedented manner, and its modus operandi is such that network and power failures will not be rare.
1528342628	G01.1_1528342628_3	"Designing distributed systems where PDAs are treated as ""first class citizens"" is a  private :[59],""assets (electronic money, keys for authentication and opening doors) will be stored in PDAs."
1528342628	G01.1_1528342628_4	"Ownership and control of these :[59],""assets and the media that store and communicate them should remain with the user."
1528342628	G01.1_1528342628_5	"This must be reflected in the design of systems for private  :[105],""introduce the ""open-ended argument"" to describe the design strategy we used for designing a system that is designed to reveal information to the user (as opposed to hide it)."
1528342628	G01.1_1528342628_6	We argue and show that when systems are designed this way, the user (a human) is better able to control the system and his personal data, as he can make better decisions than the system itself based on qualitative assessment of the provided information.
1528342628	G01.1_1528342628_7	The system we have designed and implemented under this design guidelines is presented and discussed.
1529793248	G01.1_1529793248_1	Depression is under recognized in a variety of pediatric settings.
1529793248	G01.1_1529793248_2	The purpose of this paper is to describe the development and initial evaluation of a personal digital assistant (PDA)-based decision support system (DSS) for pediatric depression screening in ages 8 to 18 years of age by pediatric advanced practice nurse (APN) students.
1529793248	G01.1_1529793248_3	Three aspects are described: selection of depression screening instrument; integration of the instrument into the PDA; and quantitative (usage) and qualitative (focus group) evaluation.
1529793248	G01.1_1529793248_4	Only one third of eligible patients were screened.
1529793248	G01.1_1529793248_5	Twenty percent of those screened were identified as at risk for mood disorder.
1529793248	G01.1_1529793248_6	The barriers to screening identified through focus groups included a lack of time, knowledge, intervention protocol, referral resources, PDA usability issues, preceptor motivation and comfort, as well as perceived or real cultural barriers.
1529793248	G01.1_1529793248_7	Suggestions for educational, research, and interventions to integrate clinical based PDA-based screening are discussed.
2463945949	G01.1_2463945949_1	DIANE is a digital assistant system that aims to fasten the doctor access to various informations at the hospital such as health care facility, medical records, and also human resource data. The fasten access could be achieved by implementing face recognition and live streaming as part of the digital assistant system.
2899514909	G07.2_2899514909_1	Conspiracy theories are omnipresent in online discussions---whether to explain a late-breaking event that still lacks official report or to give voice to political dissent.
2899514909	G07.2_2899514909_2	Conspiracy theories evolve, multiply, and interconnect, further complicating efforts to understand them and to limit their propagation.
2899514909	G07.2_2899514909_3	It is therefore crucial to develop scalable methods to examine the nature of conspiratorial discussions in online communities.
2899514909	G07.2_2899514909_4	What do users talk about when they discuss conspiracy theories online? What are the recurring elements in their discussions? What do these elements tell us about the way users think? This work answers these questions by analyzing over ten years of discussions in r/conspiracy---an online community on Reddit dedicated to conspiratorial discussions.
2899514909	G07.2_2899514909_5	We focus on the key elements of a conspiracy theory: the conspiratorial agents, the actions they perform, and their targets.
2899514909	G07.2_2899514909_6	"For example, a narrative-motif such as \""governmental agency-controls-communications\"" represents the various ways in which multiple conspiratorial statements denote how governmental agencies control information."
2899514909	G07.2_2899514909_7	Thus, narrative-motifs expose commonalities between multiple conspiracy theories even when they refer to different events or circumstances.
2899514909	G07.2_2899514909_8	In the process, these representations help us understand how users talk about conspiracy theories and offer us a means to interpret what they talk about.
2899514909	G07.2_2899514909_9	Our approach enables a population-scale study of conspiracy theories in alternative news and social media with implications for understanding their adoption and combating their spread.
111823101	G01.1_111823101_1	This paper proposes an electrophysiological wireless patient monitoring system which integrates a Wireless ECG signal transmitter, GPS device and a mobile phone to acquire physiological signals and transmit them to a local server via Bluetooth wireless technology.
111823101	G01.1_111823101_2	Four kinds of monitor units were specially designed for a wireless communication, including a control center , a local monitor unit, mobile devices (personal digital assistant; PDA), and a Web page (for both patient and doctor).
111823101	G01.1_111823101_3	The use of various monitor units is created to fulfill different medical personnel requirements and wishes.
111823101	G01.1_111823101_4	This application was developed to promote the mobility and flexibility for the patients and also for the medical personnel, which further will improve both the quality of health care and lifestyle of the patient.
12	M1_12_1	The study employed a randomized counter-balanced, cross-over design in which each subject completed bouts of consecutive resistance, continuous and intermittent high-intensity exercise with either post-exercise ingestion of alcohol-carbohydrate (ALC-CHO), alcohol-protein (ALC-PRO) or protein only (PRO) beverages on three separate occasions.
1508161316	G01.1_1508161316_1	In this paper we present the main features of a system that we have developed and that provides a new kind of tele-assistance service to elderly people.apart from the functionalities offered by the current tele-assistance services, also provides a high quality, anywhere and at any time assistance.
1508161316	G01.1_1508161316_2	We rate the assistance as high quality because allows the monitoring of vital signs and a local detection of anomalous situations by the device that the person carries in real time.
1508161316	G01.1_1508161316_3	"Therefore, it sends alarms autonomously when  this paper we :[84],""explain the three main functionalities offered by AINGERU: universal assistance anywhere and at any time, monitoring of vital signs irrespective of location or time and remote monitoring by allowing authorized external persons to consult data about monitored persons using the Internet."
1508161316	G01.1_1508161316_4	Moreover we show how those functionalities are achieved by making use of PDAs (Personal Digital Assistant), wireless communication, Semantic Web, Web services and agent technologies.
1514623391	G01.1_1514623391_1	Digital Video Broadcasting — Handheld (DVB-H) is a technology developed as an extension of Digital Video Broadcasting — Terrestrial (DVB-T) with additional features that make it suitable for delivery to mobile devices such as phones and Personal Digital Assistant (PDAs).
1514623391	G01.1_1514623391_2	This paper deals with the conditions of receiving digital video broadcast type services in mobile handheld devices.
1514623391	G01.1_1514623391_3	The DVB-H standard is introduced and the key technology elements on data link layer and physical layer are discussed in some details.
1514623391	G01.1_1514623391_4	Finally the DVB-H terminal and network design is described.
2898599358	G08.1_2898599358_1	For decentralised P2P networks, it is very important to have a mechanism in place that allows the nodes to control resource usage and prevent flooding and denial-of-service attacks with spam.
2898599358	G08.1_2898599358_2	In this paper, we discuss and compare the different approaches to fully decentralised resource control that are used by projects in the cryptocurrency space.
2898599358	G08.1_2898599358_3	The introduced methods are then applied to design a decentralised exchange for Namecoin names (or more generally, crypto assets) as an example.
3004077497	G08.1_3004077497_1	The smart device owning rate such as smart phone and smart watch is higher than ever before and mobile payment has become one of the major payment methods in many different areas.
3004077497	G08.1_3004077497_2	At the same time, blockchain-based cryptocurrency is becoming a nonnegligible type of currency and the total value of all types of cryptocurrency has reached USD 200 billion.
3004077497	G08.1_3004077497_3	Therefore, it is a natural demand to support cryptocurrency payment on mobile devices.
3004077497	G08.1_3004077497_4	Considering the poor infrastructure and low penetration of financial service in developing countries, this combination is especially attractive.
3004077497	G08.1_3004077497_5	The high storage cost and payment processing latency are the two main obstacles for mobile payment using cryptocurrency.
3004077497	G08.1_3004077497_6	We propose two different schemes for cryptocurrency mobile payment, one involves a centralized bank and the other one does not require any centralized party.
3004077497	G08.1_3004077497_7	We also provide a solution for the bank to meet KYC (know your customer)/AML (antimoney laundering) compliance requirements when it is involved in cryptocurrency mobile payment processing.
3004169763	G13.1_3004169763_1	The prevalence and rapid development of the Internet and mobile technology in recent decades has revamped our living styles and daily habits.
3004169763	G13.1_3004169763_2	To ride on the digital trend, more business activities have been engaged in the digital world.
3004169763	G13.1_3004169763_3	Marketing and advertising is one of typical business areas that is transformed digitally.
3004169763	G13.1_3004169763_4	The rise of Key Opinion Leaders (KOLs), social media platforms, and Omni-channel retailing have attracted countless business entities to consider the adoption of digital marketing tools for promoting and advertising their brands and products.
3004169763	G13.1_3004169763_5	However, with the increasing diversity of the types of digital marketing tools, they must be carefully selected based on a multiple number of criterion.
3004169763	G13.1_3004169763_6	In this paper, a fuzzy-AHP method is proposed and developed for assisting industry practitioners in systematically and effectively evaluate and select proper digital marketing tool(s) for adoption.
3004169763	G13.1_3004169763_7	The developed method not only streamlines the internal business process of digital marketing tool selection, but it also increases the practitioner's effectiveness of achieving the pre-defined strategic marketing objectives.
48	M16_48_1	Although the effects of short versus long inter-set rest intervals in resistance training on measures of muscle hypertrophy have been investigated in several studies, the findings are equivocal and the practical implications remain unclear.
48	M16_48_2	Current evidence indicates that both short and long inter-set rest intervals may be useful when training for achieving gains in muscle hypertrophy.
48	M16_48_3	Novel findings involving trained participants using measures sensitive to detect changes in muscle hypertrophy suggest a possible advantage for the use of long rest intervals to elicit hypertrophic effects.
48	M16_48_4	However, due to the paucity of studies with similar designs, further research is needed to provide a clear differentiation between these two approaches.
23	M1_23_1	The first novel finding of this study was that mTOR signaling and rates of myofibrillar protein synthesis (MPS) following concurrent resistance, continuous and intermittent high-intensity exercise, designed to mimic the metabolic profile of many team sports, were impaired during the early (8 h) recovery phase by the ingestion of large amounts (1.5 g•kg−1 BM) of alcohol.
36	M4_36_1	Nearly every physically active person encounters periods in which the time available for exercise is limited (e.g., personal, family, or business conflicts).
36	M4_36_2	During such periods, the goal of physical training may be to simply maintain (rather than improve) physical performance.
36	M4_36_3	Similarly, certain special populations may desire to maintain performance for prolonged periods, namely athletes (during the competitive season and off-season) and military personnel (during deployment).
36	M4_36_4	In general populations, endurance performance can be maintained for up to 15 weeks when training frequency is reduced to as little as 2 sessions per week or when exercise volume is reduced by 33–66% (as low as 13–26 minutes per session), as long as exercise intensity (exercising heart rate) is maintained.
36	M4_36_5	Strength and muscle size (at least in younger populations) can be maintained for up to 32 weeks with as little as 1 session of strength training per week and 1 set per exercise, as long as exercise intensity (relative load) is maintained; whereas, in older populations, maintaining muscle size may require up to 2 sessions per week and 2–3 sets per exercise, while maintaining exercise intensity.
36	M4_36_6	Our primary conclusion is that exercise intensity seems to be the key variable for maintaining physical performance over time, despite relatively large reductions in exercise frequency and volume.
39	M7_39_1	Training frequency is considered an important variable in the hypertrophic response to regimented resistance exercise.
